doc_id,entity,label,frequency
nyasatimes_99,56,CARDINAL,1
nyasatimes_99,17,CARDINAL,1
nyasatimes_98,DPP,ORG,3
nyasatimes_98,Mchacha,PERSON,2
nyasatimes_98,MCP,ORG,2
nyasatimes_98,Zomba,PERSON,2
nyasatimes_98,Homeland Security,ORG,1
nyasatimes_98,Democrtaic Progressive Party,ORG,1
nyasatimes_98,Charles Mchacha,PERSON,1
nyasatimes_98,Sunday,DATE,1
nyasatimes_98,Malawi Congress Party,ORG,1
nyasatimes_98,Lazarus Chakwera,PERSON,1
nyasatimes_98,Crossroads Hotel,FAC,1
nyasatimes_98,Lilongwe,GPE,1
nyasatimes_98,Malawians,NORP,1
nyasatimes_98,last  week,DATE,1
nyasatimes_98,about 26,CARDINAL,1
nyasatimes_98,nine,CARDINAL,1
nyasatimes_98,Blantyre,ORG,1
nyasatimes_98,Thyolo,ORG,1
nyasatimes_98,Mulanje,GPE,1
nyasatimes_98,Phalombe,GPE,1
nyasatimes_98,Salima,GPE,1
nyasatimes_98,Nkhotakota,GPE,1
nyasatimes_98,Karonga,GPE,1
nyasatimes_98,Mangochi,GPE,1
nyasatimes_98,Everton Chimulirenji,PERSON,1
nyasatimes_98,the same day,DATE,1
nyasatimes_98,K2 million,CARDINAL,1
nyasatimes_98,Sidik Mia,PERSON,1
nyasatimes_73,Malawian,NORP,2
nyasatimes_73,45,CARDINAL,2
nyasatimes_73,the Lower Shire,GPE,2
nyasatimes_73,WFP,ORG,2
nyasatimes_73,Lower Shire,GPE,1
nyasatimes_73,The Department of Disaster Management Affairs,ORG,1
nyasatimes_73,577,CARDINAL,1
nyasatimes_73,Monday 11th March 2019,DATE,1
nyasatimes_73,Monday,DATE,1
nyasatimes_73,about 147,958,CARDINAL,1
nyasatimes_73,approximately 739,790,CARDINAL,1
nyasatimes_73,15,185,CARDINAL,1
nyasatimes_73,187,CARDINAL,1
nyasatimes_73,14,CARDINAL,1
nyasatimes_73,Friday,DATE,1
nyasatimes_73,Peter Mutharika,PERSON,1
nyasatimes_73,earlier in the week,DATE,1
nyasatimes_73,Malawi’s,ORG,1
nyasatimes_73,The World Food Programme,ORG,1
nyasatimes_73,two,CARDINAL,1
nyasatimes_73,UN Childrens’ Fund,ORG,1
nyasatimes_73,the UN Food and Agriculture Organisation,ORG,1
nyasatimes_120,BAC,ORG,2
nyasatimes_120,Mkanda,PERSON,2
nyasatimes_120,Third-year,DATE,1
nyasatimes_120,Bachelor of Accountancy,ORG,1
nyasatimes_120,Polytechnic College,ORG,1
nyasatimes_120,44,CARDINAL,1
nyasatimes_120,Sunday,DATE,1
nyasatimes_120,Magombo Camp,ORG,1
nyasatimes_120,Nkanda,GPE,1
nyasatimes_120,Mulanje,GPE,1
nyasatimes_120,George Kaliwo,PERSON,1
nyasatimes_120,Kaliwo,ORG,1
nyasatimes_120,Hollen Kamanga,PERSON,1
nyasatimes_120,Group Village,LOC,1
nyasatimes_120,one,CARDINAL,1
nyasatimes_120,the BAC Poly Students,WORK_OF_ART,1
nyasatimes_8,Malawi,PERSON,4
nyasatimes_8,MET,ORG,2
nyasatimes_8,Beira,GPE,2
nyasatimes_8,Thursday,DATE,2
nyasatimes_8,South,LOC,1
nyasatimes_8,The Department of Climate Change and Meteological Services,ORG,1
nyasatimes_8,the Southern Region,LOC,1
nyasatimes_8,Friday,DATE,1
nyasatimes_8,Nyasa Times,ORG,1
nyasatimes_8,Malawians,NORP,1
nyasatimes_8,the Department of Climate Change and Meteorological Services,ORG,1
nyasatimes_8,Jolam Nkhokwe,PERSON,1
nyasatimes_8,Southern Africa Regional,ORG,1
nyasatimes_8,Mozambique Channel,ORG,1
nyasatimes_8,a Tropical Cyclone,LOC,1
nyasatimes_8,IDAI,PERSON,1
nyasatimes_8,March 11,DATE,1
nyasatimes_8,Nsanje,GPE,1
nyasatimes_8,17.4,CARDINAL,1
nyasatimes_8,43.2,CARDINAL,1
nyasatimes_8,East,LOC,1
nyasatimes_8,Madagascar,GPE,1
nyasatimes_8,480kms,CARDINAL,1
nyasatimes_8,Nsanje Boma,ORG,1
nyasatimes_8,14 March,DATE,1
nyasatimes_8,Sunday,DATE,1
nyasatimes_8,the Tropical Cyclone,ORG,1
nyasatimes_8,Zimbabwe,GPE,1
nyasatimes_8,18th March,DATE,1
nyasatimes_8,the Department of Disaster Management Affairs,ORG,1
nyasatimes_8,45,CARDINAL,1
nyasatimes_8,577,CARDINAL,1
nyasatimes_8,over 90,000,CARDINAL,1
malawi24_52,The Ministry of Education, Science and Technology,ORG,2
malawi24_52,1994,DATE,2
malawi24_52,DEM,ORG,1
malawi24_52,District Education Managers,ORG,1
malawi24_52,Lilongwe,GPE,1
malawi24_52,first,ORDINAL,1
malawi24_52,Justin Saidi,PERSON,1
malawi24_52,One,CARDINAL,1
malawi24_52,Chitsamiro,ORG,1
malawi24_52,25 years,DATE,1
malawi24_52,one,CARDINAL,1
malawi24_52,PT3,ORG,1
malawi24_52,1,549,CARDINAL,1
malawi24_52,4,719,CARDINAL,1
malawi24_52,Malawi,PERSON,1
malawi24_52,TUM,ORG,1
malawi24_52,Charles Kumchenga,PERSON,1
malawi24_52,Union,ORG,1
malawi24_52,Civil Society Education Coalition,ORG,1
malawi24_52,Benedicto Kondowe,PERSON,1
malawi24_52,12,000,CARDINAL,1
malawi24_52,2013,DATE,1
malawi24_52,the Peoples Party,ORG,1
malawi24_52,Joyce Banda,PERSON,1
malawi24_52,barely a year,DATE,1
malawi24_52,2014,DATE,1
malawi24_52,20,210,CARDINAL,1
malawi24_52,May,DATE,1
malawi24_91,PIL,ORG,3
malawi24_91,Petroleum Importers Limited,ORG,2
malawi24_91,World Vision,ORG,2
malawi24_91,Semu,GPE,2
malawi24_91,K10,ORG,1
malawi24_91,World Vision Malawi,ORG,1
malawi24_91,Phalombe,GPE,1
malawi24_91,Dr Enwell Kadango,PERSON,1
malawi24_91,Arthur Peter Mutharika,PERSON,1
malawi24_91,the Indian Ocean,LOC,1
malawi24_91,hundreds,CARDINAL,1
malawi24_91,thousands,CARDINAL,1
malawi24_91,Mozambican,NORP,1
malawi24_91,Beira,GPE,1
malawi24_91,WORLD Vision,ORG,1
malawi24_91,World Vision District Programs,ORG,1
malawi24_91,Phalombe Samson Semu,ORG,1
malawi24_91,Ellis Simudya,PERSON,1
malawi24_91,Malawi,PERSON,1
malawi24_91,14,CARDINAL,1
malawi24_91,56,CARDINAL,1
malawi24_1,Nsanje,ORG,3
malawi24_1,Chikwawa,PERSON,2
malawi24_1,Nsanje,GPE,2
malawi24_1,Sant’ Egidio,ORG,1
malawi24_1,Sant’ Egidio National Coordinator,ORG,1
malawi24_1,Keegan Mwanguku,PERSON,1
malawi24_1,Mwanguku.,ORG,1
malawi24_1,Sant’ Egidio,PERSON,1
malawi24_1,Nthole,ORG,1
malawi24_1,the Community of Saint Egidio,ORG,1
malawi24_1,Nsanje,NORP,1
malawi24_1,Mozambican,NORP,1
malawi24_1,about 375,CARDINAL,1
malawi24_1,Malawi,PERSON,1
malawi24_1,Idai,FAC,1
malawi24_1,hundreds,CARDINAL,1
nyasatimes_29,Malawians,NORP,4
nyasatimes_29,Zomba,GPE,3
nyasatimes_29,Zomba,PERSON,3
nyasatimes_29,two,CARDINAL,2
nyasatimes_29,Pakistani Association,ORG,1
nyasatimes_29,two weeks ago,DATE,1
nyasatimes_29,the Pakistan Welfare Association,ORG,1
nyasatimes_29,PWA,ORG,1
nyasatimes_29,K22 million,LAW,1
nyasatimes_29,800,CARDINAL,1
nyasatimes_29,Group Villages Chaweza,ORG,1
nyasatimes_29,Chimombo,PRODUCT,1
nyasatimes_29,Phutheya,PERSON,1
nyasatimes_29,Phalombe,GPE,1
nyasatimes_29,400,CARDINAL,1
nyasatimes_29,Chaweza Primary School,ORG,1
nyasatimes_29,Ali Akbar Kamdar,PERSON,1
nyasatimes_29,third,ORDINAL,1
nyasatimes_29,Malawi,PERSON,1
nyasatimes_29,second,ORDINAL,1
nyasatimes_29,first,ORDINAL,1
nyasatimes_29,the hold month,DATE,1
nyasatimes_29,Ramadhan,PERSON,1
nyasatimes_29,The Pakistan Welfare Association,ORG,1
nyasatimes_29,three years ago,DATE,1
nyasatimes_29,Pakistan,GPE,1
nyasatimes_29,Kamdar,ORG,1
nyasatimes_29,Malawi,GPE,1
nyasatimes_29,one,CARDINAL,1
nyasatimes_29,Luwiza Matembwe,PERSON,1
nyasatimes_29,80-year-old,DATE,1
nyasatimes_29,Mwaliwa Village,GPE,1
nyasatimes_29,at point zero,CARDINAL,1
nyasatimes_29,Group Village Chaweza,ORG,1
nyasatimes_29,Phalombe River,GPE,1
times.mw_28,Thursday,DATE,2
times.mw_28,30,CARDINAL,2
times.mw_28,Mozambique,NORP,2
times.mw_28,Malawi,PERSON,2
times.mw_28,Nsanje,GPE,2
times.mw_28,thousands,CARDINAL,2
times.mw_28,Jameson Chauluka & Pilirani Kachinziri: Department of Climate Change and Meteorological Services,ORG,1
times.mw_28,45.A,CARDINAL,1
times.mw_28,Tropical Cyclone Idai,NORP,1
times.mw_28,Mozambique Channel,ORG,1
times.mw_28,11 March 2019,DATE,1
times.mw_28,900 kilometres,QUANTITY,1
times.mw_28,17.4o,CARDINAL,1
times.mw_28,South,LOC,1
times.mw_28,43.2o,CARDINAL,1
times.mw_28,East,LOC,1
times.mw_28,Madagascar,GPE,1
times.mw_28,Beira,GPE,1
times.mw_28,Mozambique,GPE,1
times.mw_28,480 kilometres,QUANTITY,1
times.mw_28,Nsanje Boma,PERSON,1
times.mw_28,Malawi,ORG,1
times.mw_28,Thursday 14th March to Sunday 17th March 2019,DATE,1
times.mw_28,the Tropical Cyclone,ORG,1
times.mw_28,Zimbabwe,GPE,1
times.mw_28,18th March 2019,DATE,1
times.mw_28,last week,DATE,1
times.mw_28,45,CARDINAL,1
times.mw_28,577,CARDINAL,1
times.mw_28,Department of Disaster Management Affairs,ORG,1
times.mw_28,147,958,CARDINAL,1
times.mw_28,approximately 739,790,CARDINAL,1
times.mw_28,15,185,CARDINAL,1
times.mw_28,187,CARDINAL,1
times.mw_28,Dodma,ORG,1
times.mw_28,Tuesday,DATE,1
times.mw_28,Chipiliro Khamula,PERSON,1
times.mw_28,Lower Shire,GPE,1
times.mw_28,Chikwawa,ORG,1
times.mw_28,Nsanje District Commissioner,PERSON,1
times.mw_28,Reinghard Chavula,PERSON,1
times.mw_28,Monday,DATE,1
times.mw_28,two,CARDINAL,1
times.mw_28,Makhanga,PRODUCT,1
times.mw_28,Village Head Kalonga,PERSON,1
times.mw_28,2015,DATE,1
times.mw_28,United Nations Children’s Fund,ORG,1
times.mw_28,March 11 2019,DATE,1
times.mw_28,Unicef Public Relations Officer,ORG,1
times.mw_28,Rebecca Phwitiko,PERSON,1
times.mw_28,Phwitiko,PERSON,1
nyasatimes_9,UK,GPE,4
nyasatimes_9,Malawi,GPE,3
nyasatimes_9,Zimbabwe,GPE,2
nyasatimes_9,International Development,ORG,2
nyasatimes_9,UN,ORG,2
nyasatimes_9,British,NORP,1
nyasatimes_9,the Department for International Development,ORG,1
nyasatimes_9,Malawi,PERSON,1
nyasatimes_9,up to £6 million,MONEY,1
nyasatimes_9,Idai,FAC,1
nyasatimes_9,Mozambique,GPE,1
nyasatimes_9,Penny Mordaunt,PERSON,1
nyasatimes_9,Monday,DATE,1
nyasatimes_9,900 000,CARDINAL,1
nyasatimes_9,600 000,CARDINAL,1
nyasatimes_9,Mozambique,NORP,1
nyasatimes_9,the World Food Programme,ORG,1
nyasatimes_9,140,CARDINAL,1
nyasatimes_9,the end of March,DATE,1
nyasatimes_9,£6 million,MONEY,1
nyasatimes_9,Mordaunt,PERSON,1
nyasatimes_9,DFID,ORG,1
nyasatimes_9,Red Cross,ORG,1
nyasatimes_135,Mutharika,GPE,2
nyasatimes_135,five,CARDINAL,2
nyasatimes_135,Malawi,ORG,1
nyasatimes_135,Peter Mutharika,PERSON,1
nyasatimes_135,Tuesday,DATE,1
nyasatimes_135,about 114 000,CARDINAL,1
nyasatimes_135,about 10,CARDINAL,1
nyasatimes_135,March 5-8, 2019,DATE,1
nyasatimes_135,Malawi,PERSON,1
nyasatimes_135,a minute,TIME,1
nyasatimes_135,Mangochi District,LOC,1
nyasatimes_135,Moses Chimphepo,PERSON,1
nyasatimes_135,over 15,CARDINAL,1
nyasatimes_135,600,CARDINAL,1
nyasatimes_135,10 Traditional Authorities,ORG,1
nyasatimes_135,four,CARDINAL,1
nyasatimes_135,Makanjira Road,FAC,1
nyasatimes_135,Malombe Road,FAC,1
nyasatimes_135,TA Katuli,FAC,1
nyasatimes_135,DC,GPE,1
nyasatimes_135,six,CARDINAL,1
nyasatimes_135,Malawi Red Cross Society,ORG,1
nyasatimes_135,two,CARDINAL,1
nyasatimes_135,Mangochi,GPE,1
nyasatimes_109,Chikwawa,GPE,3
nyasatimes_109,World Vision,ORG,3
nyasatimes_109,thousands,CARDINAL,2
nyasatimes_109,Vision Malawi,ORG,1
nyasatimes_109,eight,CARDINAL,1
nyasatimes_109,Monday,DATE,1
nyasatimes_109,HezelNyathi,ORG,1
nyasatimes_109,one,CARDINAL,1
nyasatimes_109,first,ORDINAL,1
nyasatimes_109,seven,CARDINAL,1
nyasatimes_109,Nyathi,ORG,1
nyasatimes_109,World Vision  ,ORG,1
nyasatimes_109,InTizola Village,GPE,1
nyasatimes_109,Group Village,ORG,1
nyasatimes_109,Headman Chikuse,PERSON,1
nyasatimes_109,the evening of,TIME,1
nyasatimes_109,January 25,DATE,1
nyasatimes_109,five  days,DATE,1
nyasatimes_109,Shire River,GPE,1
nyasatimes_109,An estimated 5000,CARDINAL,1
nyasatimes_109,6,CARDINAL,1
nyasatimes_109,Red Cross,ORG,1
mwnation_50,Nsanje,GPE,2
mwnation_50,Nkhotakota,ORG,2
mwnation_50,yesterday,DATE,2
mwnation_50,Chanco,ORG,2
mwnation_50,this year,DATE,2
mwnation_50,The Nation Online,WORK_OF_ART,1
mwnation_50,Central and Southern,NORP,1
mwnation_50,Sunday,DATE,1
mwnation_50,Zomba,PERSON,1
mwnation_50,Chikwawa,PERSON,1
mwnation_50,Department of Disaster Management Affairs,ORG,1
mwnation_50,Chipiliro Khamula,PERSON,1
mwnation_50,The Department of Climate
Change Management and Meteorological Services,ORG,1
mwnation_50,Chikanda Township,GPE,1
mwnation_50,Zomba City,GPE,1
mwnation_50,one,CARDINAL,1
mwnation_50,One,CARDINAL,1
mwnation_50,46-year-old,DATE,1
mwnation_50,Nessie Kamanga,PERSON,1
mwnation_50,four,CARDINAL,1
mwnation_50,three,CARDINAL,1
mwnation_50,Chancellor College,ORG,1
mwnation_50,the University of Malawi,ORG,1
mwnation_50,Unima,ORG,1
mwnation_50,Kamanga,ORG,1
mwnation_50,Frank Chiwowo,PERSON,1
mwnation_50,the night,TIME,1
mwnation_50,Zomba City Council,ORG,1
mwnation_50,Mercy Chaluma,PERSON,1
mwnation_50,Likangala,ORG,1
mwnation_50,Chikanda,GPE,1
mwnation_50,two nights,DATE,1
mwnation_50,Bangula,ORG,1
mwnation_50,Nsanje Boma,ORG,1
mwnation_50,Nsanje,PERSON,1
mwnation_50,Chikwawa,ORG,1
mwnation_50,the Shire Valley,GPE,1
mwnation_50,Nsanje,NORP,1
mwnation_50,DC,GPE,1
mwnation_50,Reinghard Chavula,PERSON,1
mwnation_50,Nyachikadza, Tengani,ORG,1
mwnation_50,Mlolo,PERSON,1
mwnation_50,Khamula,PERSON,1
mwnation_50,Tengani,ORG,1
mwnation_50,260,CARDINAL,1
mwnation_50,15,CARDINAL,1
mwnation_50,the end of December
2018,DATE,1
mwnation_50,Dodma,ORG,1
mwnation_50,2 936,CARDINAL,1
mwnation_50,about $94.1 million,MONEY,1
mwnation_50,El,ORG,1
mwnation_50,Africa,LOC,1
nyasatimes_137,7 days,DATE,1
nyasatimes_137,Chikwawa,PERSON,1
nyasatimes_137,seven days,DATE,1
nyasatimes_137,Blantyre,PERSON,1
nyasatimes_137,Thabwa,ORG,1
nyasatimes_137,Kamuzu,ORG,1
nyasatimes_137,Plem,GPE,1
nyasatimes_137,Saturday,DATE,1
nyasatimes_137,Home Land Security,ORG,1
nyasatimes_137,Nicholas Dausi,PERSON,1
nyasatimes_137,Thabwa,PERSON,1
nyasatimes_137,close to three hours,TIME,1
nyasatimes_137,Plem,PERSON,1
nyasatimes_137,Dausi,PERSON,1
nyasatimes_137,30 minutes,TIME,1
nyasatimes_137,two hours,TIME,1
nyasatimes_137,this week,DATE,1
nyasatimes_137,about 23,CARDINAL,1
nyasatimes_137,nine,CARDINAL,1
nyasatimes_137,Blantyre,ORG,1
nyasatimes_137,Thyolo,ORG,1
nyasatimes_137,Mulanje,GPE,1
nyasatimes_137,Phalombe,GPE,1
nyasatimes_137,Salima,GPE,1
nyasatimes_137,Nkhotakota,GPE,1
nyasatimes_137,Karonga,GPE,1
nyasatimes_137,Mangochi,GPE,1
nyasatimes_137,Zomba,PERSON,1
nyasatimes_137,Peter Mutharika,PERSON,1
nyasatimes_123,Malawians,NORP,3
nyasatimes_123,People’s Party,ORG,1
nyasatimes_123,the Southern Region,LOC,1
nyasatimes_123,Malawi,GPE,1
nyasatimes_123,Ackson Kalaile Banda,PERSON,1
nyasatimes_123,Sunday  March 10 2019,DATE,1
nyasatimes_123,Nyasa Times,ORG,1
nyasatimes_123,about 26,CARDINAL,1
nyasatimes_123,thousands,CARDINAL,1
nyasatimes_123,the past week,DATE,1
nyasatimes_123,Malawian,NORP,1
nyasatimes_123,millions,CARDINAL,1
nyasatimes_123,Kalaile,PERSON,1
nyasatimes_123,the Peoples Party,ORG,1
nyasatimes_123,Joyce Banda,PERSON,1
nyasatimes_123,Kalaile,GPE,1
nyasatimes_123,Peter Mutharika,PERSON,1
nyasatimes_123,Malawi a State of Emergency,ORG,1
nyasatimes_123,the week,DATE,1
nyasatimes_123,the next coming few days,DATE,1
nyasatimes_17,Blantyre,PERSON,2
nyasatimes_17,Asian Muslim ReliefAid,ORG,1
nyasatimes_17,Blantyre,GPE,1
nyasatimes_17,Malawian,NORP,1
nyasatimes_17,the Asian Muslim Relief Aid,ORG,1
nyasatimes_17,thousands,CARDINAL,1
nyasatimes_17,Malawians,NORP,1
nyasatimes_17,the past weeks,DATE,1
nyasatimes_17,Kachere,ORG,1
nyasatimes_17,MachinjiriThe,ORG,1
nyasatimes_17,Ameer Jakhura,LOC,1
nyasatimes_17,Nyasa Times,ORG,1
nyasatimes_17,K10 million,CARDINAL,1
nyasatimes_17,Ufa 20,FAC,1
nyasatimes_17,Soya,ORG,1
nyasatimes_17,40lt,DATE,1
nyasatimes_17,Likuni Phala,ORG,1
nyasatimes_17,Sugar,GPE,1
nyasatimes_17,K5,000,ORG,1
nyasatimes_17,50kg,QUANTITY,1
nyasatimes_17,Jakhura,PERSON,1
nyasatimes_17,Chikwawa,LOC,1
nyasatimes_17,91,CARDINAL,1
nyasatimes_17,Islamic Zakaat Fund,ORG,1
nyasatimes_17,Limbe,GPE,1
malawi24_87,UN,ORG,3
malawi24_87,WFP,ORG,2
malawi24_87,Malawi,PERSON,1
malawi24_87,António Guterres,PERSON,1
malawi24_87,Malawi,ORG,1
malawi24_87,At least 28,CARDINAL,1
malawi24_87,the past week,DATE,1
malawi24_87,Monday,DATE,1
malawi24_87,Guterres,PERSON,1
malawi24_87,The United Nations,ORG,1
malawi24_87,Malawian,NORP,1
malawi24_87,The World Food Programme,ORG,1
malawi24_87,two,CARDINAL,1
malawi24_87,the UN Food and Agriculture Organization,ORG,1
malawi24_78,Phalombe,GPE,1
malawi24_78,Malawi24,PERSON,1
malawi24_78,Malawi Environmental Health Association,ORG,1
malawi24_78,Ming’ambo Primary School,ORG,1
malawi24_78,Lidia Fadweck,ORG,1
malawi24_78,daily,DATE,1
malawi24_78,Mavuto Mumderanji,PERSON,1
malawi24_78,400,CARDINAL,1
malawi24_78,Mumderanji,PERSON,1
malawi24_78,five,CARDINAL,1
malawi24_78,the school days,DATE,1
malawi24_78,MEHA,ORG,1
malawi24_78,Penjani Chunda,PERSON,1
nyasatimes_122,UTM,ORG,7
nyasatimes_122,Usi,ORG,2
nyasatimes_122,Blantyre,ORG,1
nyasatimes_122,UTM Party,ORG,1
nyasatimes_122,Michael Usi,PERSON,1
nyasatimes_122,Sunday,DATE,1
nyasatimes_122,Blantyre Rural,GPE,1
nyasatimes_122,Dr Saulos Chilima,PERSON,1
nyasatimes_122,the UTM Party,ORG,1
nyasatimes_122,Malawians,NORP,1
nyasatimes_122,Richard Makondi,PERSON,1
nyasatimes_136,Malawi,PERSON,2
nyasatimes_136,Met Office,ORG,1
nyasatimes_136,South,LOC,1
nyasatimes_136,Climate Change and Meteorological Department,ORG,1
nyasatimes_136,Jolam Nkhokwe,PERSON,1
nyasatimes_136,today, Tuesday,DATE,1
nyasatimes_136,another continuous two week,DATE,1
nyasatimes_136,third,ORDINAL,1
nyasatimes_136,December,DATE,1
nyasatimes_136,Nkhokwe,ORG,1
nyasatimes_136,the Mozambique Channel,ORG,1
nyasatimes_136,Tropical,ORG,1
nyasatimes_136,Quelimane,PERSON,1
nyasatimes_136,Beira,GPE,1
nyasatimes_136,Mozambique,GPE,1
nyasatimes_136,390 kilometres,QUANTITY,1
nyasatimes_136,Nsanje,GPE,1
nyasatimes_136,14:00 hours,TIME,1
nyasatimes_136,Monday, January 21, 2019,DATE,1
nyasatimes_136,the Tropical Storm,ORG,1
nyasatimes_136,Mozambique,NORP,1
nyasatimes_136,Wednesday, January 23, 2019,DATE,1
nyasatimes_132,Malawi,PERSON,5
nyasatimes_132,China,GPE,4
nyasatimes_132,Xiusheng,PERSON,3
nyasatimes_132,Malawi,GPE,2
nyasatimes_132,the Ministry of Foreign Affairs,ORG,2
nyasatimes_132,K36,ORG,1
nyasatimes_132,Malawian,NORP,1
nyasatimes_132,the People’s Republic of China,ORG,1
nyasatimes_132,K36 million,PRODUCT,1
nyasatimes_132,The Chinese Charge de Affairs,ORG,1
nyasatimes_132,Wang Xiusheng,PERSON,1
nyasatimes_132,Capital Hill,LOC,1
nyasatimes_132,Malawi’s Capital,ORG,1
nyasatimes_132,Lilongwe,GPE,1
nyasatimes_132,last week,DATE,1
nyasatimes_132,4000 tonnes,QUANTITY,1
nyasatimes_132,2000 tonnes,QUANTITY,1
nyasatimes_132,13,CARDINAL,1
nyasatimes_132,56,CARDINAL,1
nyasatimes_132,About 400,000,CARDINAL,1
nyasatimes_132,Chinese,NORP,1
nyasatimes_132,Ben Botolo,PERSON,1
nyasatimes_132,Malawi,ORG,1
nyasatimes_132,11 years,DATE,1
nyasatimes_132,Botolo,PERSON,1
nyasatimes_126,16,CARDINAL,3
nyasatimes_126,Chikwawa,PERSON,1
nyasatimes_126,Thursday,DATE,1
nyasatimes_126,morning,TIME,1
nyasatimes_126,Frank Chatandika,PERSON,1
nyasatimes_126,“Out,ORG,1
nyasatimes_126,two,CARDINAL,1
nyasatimes_126,St. Montfort Hospital,ORG,1
nyasatimes_126,14,CARDINAL,1
nyasatimes_126,at least 500,CARDINAL,1
nyasatimes_126,Lundu,PERSON,1
nyasatimes_126,Makhuwira,GPE,1
nyasatimes_12,Mhango,GPE,5
nyasatimes_12,Lilongwe,PERSON,2
nyasatimes_12,Sawa Group,ORG,2
nyasatimes_12,Jappie,PERSON,1
nyasatimes_12,Sawa,PRODUCT,1
nyasatimes_12,Transport and Public Works,ORG,1
nyasatimes_12,Jappie Mhango,PERSON,1
nyasatimes_12,the Mchesi Bridge,FAC,1
nyasatimes_12,two days ago,DATE,1
nyasatimes_12,Friday,DATE,1
nyasatimes_12,Nyasa Times,ORG,1
nyasatimes_12,Mhango,ORG,1
nyasatimes_12,three hours,TIME,1
nyasatimes_12,Biwi,ORG,1
nyasatimes_12,Kawale,GPE,1
nyasatimes_12,Chipasula,PERSON,1
nyasatimes_12,at least two,CARDINAL,1
nyasatimes_12,176,CARDINAL,1
nyasatimes_12,Homeland Security,ORG,1
nyasatimes_12,Nicholas Dausi,PERSON,1
nyasatimes_12,a few months,DATE,1
nyasatimes_12,Kawale-Mchesi,ORG,1
nyasatimes_12,Malawians,NORP,1
nyasatimes_12,Democratic Progressive Party,ORG,1
nyasatimes_12,DPP,ORG,1
nyasatimes_12,2014,DATE,1
nyasatimes_12,May 21,DATE,1
nyasatimes_12,just three months’ time,DATE,1
malawi24_83,28,CARDINAL,2
malawi24_83,14,CARDINAL,2
malawi24_83,Malawi,PERSON,1
malawi24_83,The Department of Disaster Management Affairs,ORG,1
malawi24_83,124,CARDINAL,1
malawi24_83,last week,DATE,1
malawi24_83,45,CARDINAL,1
malawi24_83,312,CARDINAL,1
malawi24_83,approximately 226,560,CARDINAL,1
malawi24_83,Saturday,DATE,1
malawi24_83,Nicholas Dausi,PERSON,1
malawi24_83,Chikwawa,PERSON,1
malawi24_83,Mulanje,PERSON,1
malawi24_83,Charles Mchacha,PERSON,1
malawi24_83,Dausi,PERSON,1
malawi24_83,Tuesday,DATE,1
malawi24_83,thousands,CARDINAL,1
malawi24_83,Arthur Peter Mutharika,PERSON,1
malawi24_83,Friday,DATE,1
malawi24_83,State of Disaster,ORG,1
malawi24_83,the Department of Disaster Management Affairs,ORG,1
malawi24_83,the Malawi Defence Force,ORG,1
malawi24_83,The Malawi Police Service,ORG,1
malawi24_55,Mutharika,GPE,2
malawi24_55,Mangochi,GPE,2
malawi24_55,Peter Mutharika,PERSON,1
malawi24_55,Tuesday,DATE,1
malawi24_55,Malawians,NORP,1
malawi24_55,Balaka at Kanyimbo Primary,ORG,1
malawi24_55,Traditional Authority Nkaya,ORG,1
malawi24_55,tomorrow,DATE,1
malawi24_55,Zomba,GPE,1
malawi24_55,Machinga,PERSON,1
malawi24_55,10,CARDINAL,1
malawi24_55,the Descent Affordable Housing Subsidy,ORG,1
malawi24_55,Traditional Authority Mkaya,ORG,1
malawi24_55,Mutharika,PERSON,1
malawi24_55,Six,CARDINAL,1
malawi24_55,66,CARDINAL,1
malawi24_55,13 thousand,CARDINAL,1
malawi24_55,Balaka,GPE,1
malawi24_55,Southern,NORP,1
nyasatimes_127,Mia,PERSON,4
nyasatimes_127,Chikwawa,PERSON,2
nyasatimes_127,Nsanje,ORG,2
nyasatimes_127,Malawi,PERSON,1
nyasatimes_127,Lotus Hotel,ORG,1
nyasatimes_127,Blantyre,GPE,1
nyasatimes_127,Saturday,DATE,1
nyasatimes_127,Nyasa Times,ORG,1
nyasatimes_127,thousands,CARDINAL,1
nyasatimes_127,two,CARDINAL,1
nyasatimes_127,Nsanje,GPE,1
nyasatimes_127,Chikwawa,ORG,1
nyasatimes_127,one,CARDINAL,1
nyasatimes_127,Ceaser Fatchi,PERSON,1
nyasatimes_127,K500 000,MONEY,1
nyasatimes_127,K1 million,MONEY,1
nyasatimes_127,Said Fatchi,PERSON,1
nyasatimes_127,Malawians,NORP,1
nyasatimes_127,days,DATE,1
nyasatimes_125,000,CARDINAL,4
nyasatimes_125,DoDMA,ORG,3
nyasatimes_125,2019,DATE,2
nyasatimes_125,MDF,ORG,2
nyasatimes_125,Malawi,ORG,1
nyasatimes_125,Marine Rescue Teams,EVENT,1
nyasatimes_125,the Lower Shire,GPE,1
nyasatimes_125,the Malawi Defence Force,ORG,1
nyasatimes_125,the Department of Disaster Management Affairs,ORG,1
nyasatimes_125,K1 500,FAC,1
nyasatimes_125,one,CARDINAL,1
nyasatimes_125,Nsanje,ORG,1
nyasatimes_125,Nyasa Times,ORG,1
nyasatimes_125,8th March 19,DATE,1
nyasatimes_125,today,DATE,1
nyasatimes_125,26 March,DATE,1
nyasatimes_125,7 days,DATE,1
nyasatimes_125,000,MONEY,1
nyasatimes_125,2012,DATE,1
nyasatimes_125,The past years,DATE,1
