doc_id,keyword
nyasatimes_86,dyke
nyasatimes_86,bcc
nyasatimes_86,utm
nyasatimes_86,presidential
nyasatimes_86,candidate
nyasatimes_86,lives
nyasatimes_92,relief
nyasatimes_92,mangochi
nyasatimes_92,district
nyasatimes_92,aid
nyasatimes_92,amra
nyasatimes_92,areas
nyasatimes_92,items
nyasatimes_92,heavy
nyasatimes_92,rains
nyasatimes_92,area
nyasatimes_45,people
nyasatimes_45,world
nyasatimes_45,vision
nyasatimes_45,neno
nyasatimes_45,food
nyasatimes_45,district
nyasatimes_45,relief
nyasatimes_45,malawi
nyasatimes_45,support
nyasatimes_45,organization
nyasatimes_51,unhcr
nyasatimes_51,malawi
nyasatimes_51,land
nyasatimes_51,flood
nyasatimes_51,victims
nyasatimes_51,united
nyasatimes_51,government
nyasatimes_51,camps
nyasatimes_51,tapsoba
nyasatimes_51,mozambicans
nyasatimes_79,hindu
nyasatimes_79,community
nyasatimes_79,phalombe
nyasatimes_79,district
nyasatimes_79,malawi
nyasatimes_79,victims
nyasatimes_79,disaster
nyasatimes_79,people
nyasatimes_79,donation
nyasatimes_79,floods
malawi24_106,malawi
malawi24_106,people
malawi24_106,disaster
malawi24_106,government
malawi24_106,recovery
malawi24_106,palmer
malawi24_106,donation
malawi24_106,flood
malawi24_106,ambassador
malawi24_106,camp
mwnation_119,country
mwnation_119,department
mwnation_119,dodma
mwnation_119,heavy
mwnation_119,rains
mwnation_119,flooding
mwnation_119,statement
mwnation_119,people
mwnation_119,efforts
mwnation_119,disaster
nyasatimes_47,malawi
nyasatimes_47,task
nyasatimes_47,force
nyasatimes_47,disaster
nyasatimes_47,malawians
nyasatimes_47,malawian
nyasatimes_47,mission
nyasatimes_47,africa
nyasatimes_47,floods
nyasatimes_47,gathering
nyasatimes_53,pressure
nyasatimes_53,system
nyasatimes_53,cyclone
nyasatimes_53,deep
nyasatimes_53,low
nyasatimes_53,degrees
nyasatimes_53,weather
nyasatimes_53,km
nyasatimes_53,nkhata
nyasatimes_53,bay
malawi24_15,power
malawi24_15,escom
malawi24_15,generation
malawi24_15,rains
malawi24_15,trash
malawi24_15,egenco
malawi24_15,electricity
malawi24_15,supply
malawi24_15,stations
malawi24_15,blackouts
nyasatimes_84,fund
nyasatimes_84,trust
nyasatimes_84,chiradzulu
nyasatimes_84,school
nyasatimes_84,area
nyasatimes_84,dr
nyasatimes_84,west
nyasatimes_84,households
nyasatimes_84,heavy
nyasatimes_84,rains
nyasatimes_90,houses
nyasatimes_90,school
nyasatimes_90,ntchisi
nyasatimes_90,kanyenda
nyasatimes_90,district
nyasatimes_90,stormy
nyasatimes_90,winds
nyasatimes_90,village
nyasatimes_90,teachers
nyasatimes_90,cdss
nyasatimes_85,black
nyasatimes_85,missionaries
nyasatimes_85,mibawa
nyasatimes_85,blantyre
nyasatimes_85,club
nyasatimes_85,victims
nyasatimes_85,floods
nyasatimes_85,press
nyasatimes_85,makondetsa
nyasatimes_85,kanache
malawi24_14,heavy
malawi24_14,rains
malawi24_14,district
malawi24_14,family
malawi24_14,house
malawi24_14,children
malawi24_14,chigalu
malawi24_14,members
malawi24_14,hours
malawi24_14,day
nyasatimes_46,hindu
nyasatimes_46,items
nyasatimes_46,community
nyasatimes_46,people
nyasatimes_46,time
nyasatimes_46,maize
nyasatimes_46,seed
nyasatimes_46,months
nyasatimes_46,kachale
nyasatimes_46,relief
mwnation_118,camp
mwnation_118,families
mwnation_118,toilets
mwnation_118,habitat
mwnation_118,humanity
mwnation_118,people
mwnation_118,chikwawa
mwnation_118,rains
mwnation_118,malawi
mwnation_118,emergency
malawi24_111,floods
malawi24_111,lilongwe
malawi24_111,kawale
malawi24_111,townships
malawi24_111,area
malawi24_111,bridges
malawi24_111,heavy
malawi24_111,rains
malawi24_111,houses
malawi24_111,chipasula
